Name,Link,Documents,Citations,H-index,Coauthor1,CoauthorNo1,Coauthor2,CoauthorNo2,Coauthor3,CoauthorNo3,Coauthor4,CoauthorNo4,Coauthor5,CoauthorNo5,Coauthor6,CoauthorNo6,Coauthor7,CoauthorNo7,Coauthor8,CoauthorNo8,Topic1,Topic2,Topic3,Topic4,Topic5,article,conference paper,book chapter,editorial,review,book,erratum,letter,Publications2021,Publications2020,Publications2019,Publications2018,Publications2017,Publications2016,Publications2015,Publications2014,Publications2013,Publications2012,Publications2011,Publications2010,Publications2009,Publications2008,Publications2007,Publications2006,Publications2005,Publications2004,Publications2003,Publications2002,Publications2001,Publications2000,Publications1999,Publications1998,Publications1997,Publications1996,Publications1995,Publications1994,Publications1993,Publications1992,Publications1991,Publications1990,Publications1989,Publications1988,Publications1987,Publications1986,Publications1985,Publications1984,Publications1983,Publications1982,Publications1981,Publications1980,Publications1979,Publications1978,Publications1977,Publications1976,Publications1975,Publications1974,Publications1973,Publications1972,Publications1971,Publications1970,Citations2021,Citations2020,Citations2019,Citations2018,Citations2017,Citations2016,Citations2015,Citations2014,Citations2013,Citations2012,Citations2011,Citations2010,Citations2009,Citations2008,Citations2007,Citations2006,Citations2005,Citations2004,Citations2003,Citations2002,Citations2001,Citations2000,Citations1999,Citations1998,Citations1997,Citations1996,Citations1995,Citations1994,Citations1993,Citations1992,Citations1991,Citations1990,Citations1989,Citations1988,Citations1987,Citations1986,Citations1985,Citations1984,Citations1983,Citations1982,Citations1981,Citations1980,Citations1979,Citations1978,Citations1977,Citations1976,Citations1975,Citations1974,Citations1973,Citations1972,Citations1971,Citations1970
"Faisal, Marwa",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57205685088,5,16,3,"Fahim, Irene Samy",5,"D'Angelo, Giacomo",3,"Aboulkhair, Nesma T.",1,"Ali, Korany A.K.",1,"Mousa, Mostafa A.",1,"Pal, Kaushik",1,No Coauthor,No Coauthor,Edible Films; Active Food Packaging; Elongation at Break,Chitin; Shrimp Shells; Di-O-Butyrylchitin,No topic,No topic,No topic,4,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hasan, Ahmed M.M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=56184073500,5,5,1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Shear Modulus; Wave Velocity; Soil Dynamic Property,No topic,No topic,No topic,No topic,0,5,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ibrahim, Habiba A.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211987832,5,14,2,"Ammar, Hossam Hassan",3,"Mohamed, Nada Ali",3,"Taha, Mazen Ahmed",2,"AboAlNaga, Bahaa Al Deen M.",1,"Ali Mohamed, Nada",1,"Ammar, Adel",1,"Benjdira, Bilel",1,"Casalino, Gabriella",1,Micromotors; Nanorobots; Janus,No topic,No topic,No topic,No topic,0,3,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Magdy, Eman",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55616054700,5,159,3,"Adebanjo, Ademola Tolulope O.",2,"Adesanya, Opeoluwa A.",2,"Adu-Aryee, Niiarmah",2,"Al Saied, Ghiath",2,"Al-Subaie, Nawaf",2,"Aljiffry, Murad M.",2,"Altaf, Abdulmalik M.S.",2,"Altinel, Yuksel",2,Surgical Infection; Healthcare Associated Infection; Acute Care Hospitals,Nodules; Computer-Aided Detection; CT Image,Heart Arrest; Anesthesia; Anaesthetic Techniques,Retina Disease; Fluorescein Sodium; Leakage,No topic,4,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,63,55,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mohamed, Nada Ali",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57205989550,5,11,2,"Ibrahim, Habiba A.",3,"Ibrahim, Zahra Fathy",2,"Taha, Mazen Ahmed",2,"Abbas, Nada Elsayed",1,"AbdelAty, Amr M.",1,"Abdelwahab, M. M.",1,"AboAlNaga, Bahaa Al Deen M.",1,"Attia, Ahmed M.",1,Micromotors; Nanorobots; Janus,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,No topic,0,4,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saleh, Ghada",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55614779700,5,26,2,"Koksal, Can Emre",1,"Nafiey, Mohammed",1,"Shroff, Ness B.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,2,2,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sami, Nezar",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57191261219,5,1,1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Open Government; E-Participation; E-Governance,Foresight; Innovation Policy; Technology and Innovation,Asian Financial Crisis; Protectionism; ASEAN Economic Community,No topic,No topic,0,5,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sayed, Abdelrahman",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211989907,5,16,2,"Aly, Ahmed Magd",2,"Shalaby, R.",2,"Abdulaziz, Abdallah Mahir",1,"Elkholy, Hassan Ashraf",1,"Hassan, Youssef Mohamed",1,"Ibrahim, Habiba A.",1,"Ibrahim, Zahra Fathy",1,"Mohamed, Amr Ahmed",1,Inverse Kinematics; Manipulators; Robotic Arms,No topic,No topic,No topic,No topic,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AboAlNaga, Bahaa Al Deen M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57204666463,4,36,2,"Said, Lobna A.",3,"Azar, Ahmad Taher",1,"Elwakil, Ahmed S.",1,"Fathy, Zahra",1,"Ibrahim, Habiba A.",1,"Mohamed, Nada Ali",1,"Taha, Mazen Ahmed",1,"Tolba, Mohamed F.",1,Fractional-Order System; PID Controller; Robust Stabilization,Micromotors; Nanorobots; Janus,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,3,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barakat, Mohamed Hesham",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57203912028,4,11,2,"Abdelwahed, Mohamed Abdallah",1,"Elsamanty, M.",1,"Magdy, Noha",1,"Mokhtar, Bassem Mahmoud",1,"Saleh, Mahmood Abdallah",1,No Coauthor,No Coauthor,No Coauthor,Inverted Pendulum; Mobile Robots; Nonholonomic Constraints,Fog Computing; Blockchain; Internet of Things,No topic,No topic,No topic,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elkholy, Hassan Ashraf",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211990192,4,8,1,"Shahin, Abdalla Saber",3,"Marzouk, Hagar",2,"Elsamanty, M.",1,"Elsharkawy, Omar Ibrahim",1,"Magd, Ahmed",1,"Sayed, Abdelrahman",1,"Shaarawy, Abdelaziz Wasfy",1,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El-Slehdar, A. A.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=56081248200,4,46,3,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Memristors; RRAM; Chaotic Circuit,No topic,No topic,No topic,No topic,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,10,7,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fouad, Ahmed H.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57192912776,4,48,4,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Memristors; RRAM; Chaotic Circuit,No topic,No topic,No topic,No topic,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,9,6,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gad, Mohamed E.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57212315154,4,3,1,"Hosny, Sameh",2,"El-Shal, Ibrahim",1,"El-Sherif, Amr A.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Caching; Radio Access Networks; Zipf Distribution,No topic,No topic,No topic,No topic,1,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hezayyin, Haneen G.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57193694180,4,26,3,"Radwan, Ahmed G.",3,"Ahmed, Gehad M.",2,"Khalil, Nariman A.",1,"Said, Lobna A.",1,"Tolba, Mohamed F.",1,No Coauthor,No Coauthor,No Coauthor,Memristors; RRAM; Chaotic Circuit,No topic,No topic,No topic,No topic,2,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ibrahim, Karim M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57204045658,4,8,2,"Wang, Ye",2,"Agres, Kat R.",1,"Grünberg, David K.",1,"Mustaine, Michael",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Microphone Array; Sound Engineer; Stereophonic Recordings,Music Information Retrieval; Lyrics; Emotion Recognition,Polyphonic; Source Separation; Singing,No topic,No topic,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ibrahim, Zahra Fathy",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211992603,4,14,2,"Ammar, Hossam Hassan",3,"Mohamed, Nada Ali",2,"Ali Mohamed, Nada",1,"Ammar, Adel",1,"Benjdira, Bilel",1,"Casalino, Gabriella",1,"Hameed, I. A.",1,"Kazim, Muhammad",1,No topic,No topic,No topic,No topic,No topic,0,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khalil, Mohamed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57193009724,4,8,2,"Nafie, Mohammed H.",2,"Khattab, Tamer",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Vehicular Ad Hoc Networks; Location Privacy; Revocation,Interference Channel; Channel State Information; Multiple-Input Multiple-Output (MIMO),No topic,No topic,No topic,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mohamed, Ahmed Maher",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57208164670,4,3,1,"Abdelbaki, Nashwa",1,"Beshara, Mohamed Abdellatif",1,"Elbahaay, Mohamed Adel",1,"Mansour, Moataz Kamel",1,"Nassar, Waleed",1,"Samir Abdo, Ahmed",1,No Coauthor,No Coauthor,Handover; Local Thermodynamic Equilibrium; Self-Optimization,No topic,No topic,No topic,No topic,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mohamed, Ahmed T.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57208164674,4,5,2,"Said, Lobna A.",3,"Elhaj, Mohamed M.K.",1,"Guo, Yanling",1,"Madian, Ahmed H.",1,"Swief, Rania Abdelwahed",1,No Coauthor,No Coauthor,No Coauthor,Maximum Power Point Trackers; Powerpoint; Photovoltaic System,Fractional-Order System; PID Controller; Robust Stabilization,Brushless DC Motor; Electric Commutation; Sensorless Control,No topic,No topic,2,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mohammaden, Amr A.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57218883381,4,1,1,"Fouda, Mohammed E.",2,"Ghoneim, Mohamed S.",2,"Alouani, Ihsen",1,"Hesham, Rana",1,"Madian, Ahmed H.",1,"Mohsen, Menna",1,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Negied, Nermin Kamal Abdel Wahab",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57189991093,4,11,2,"Annaby, Ahmed Mahmoud",1,"Darweesh, M. Saeed",1,"Gad, Gad Mohamed",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Super-Resolution; Hallucinations; Sparse Representation,Skin Temperature; Thermography; Infrared Photography,No topic,No topic,No topic,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roshdy, Ahmed W.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55345520600,4,3,1,"Abdel Rahman, Ibrahim R.",1,"Al-Sabi, Ahmed",1,"Barakeh, Z. Al",1,"El-Sayed, Fahmi",1,"Fahim, Irene Samy",1,"Fesqueť, Laurent",1,"Karar, A. S.",1,"Mian Qaisar, Saeed",1,Motor Imagery; Brain Computer Interface; Visual Evoked Potentials,Exoskeletons; Upper Extremity; Stroke Rehabilitation,Level Crossing; Analog-To-Digital Converter; Nonuniform Sampling,No topic,No topic,1,3,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roshdy, Merna",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57214691746,4,5,1,"Said, Lobna A.",3,"Tolba, Mohamed F.",2,"AbdelAty, Amr M.",1,"Dessouky, Mohamed Amin",1,"Mohsen, Menna",1,"Saeed, Ahmed",1,"Saleh, Hassan I.",1,"Sayed, Wafaa S.",1,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,No topic,No topic,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shahin, Ahmed H.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211429317,4,20,2,"Amer, Karim",1,"Elhadidi, Mohamed",1,"Kamal, Ahmed",1,"Khan, Shadab",1,"Shao, Ling",1,"Shen, Jianbing",1,"Villafruela, Javier",1,No Coauthor,Object Detection; CNN; IOU,No topic,No topic,No topic,No topic,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaker, Mahmoud S.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57197349575,4,14,2,"Samy, Mohamed",2,"Eissa, Kareem",1,"ElHakim, Reda",1,"Fahmy, Ahmed S.",1,"Wael, Mai",1,"Yassine, Inas A.",1,No Coauthor,No Coauthor,Object Detection; CNN; IOU,Ultrasound Image; Fetal Heart; Speckle Noise,No topic,No topic,No topic,0,4,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wael, Mai",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55635503700,4,6,2,"Shaker, Mahmoud S.",1,"Yassine, Inas A.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Heart Left Ventricle; Cine Magnetic Resonance Imaging; Dice,Ultrasound Image; Fetal Heart; Speckle Noise,No topic,No topic,No topic,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdel-Mottaleb, Mohamed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57214523836,3,112,3,"Amecke, Nicole",2,"Schuster, Joerg",2,"Blaudeck, Thomas",1,"Cichos, Frank",1,"Dobrawa, Rainer",1,"Krause, Stefan",1,"Szwaykowska, Klementyna",1,"Würthner, Frank",1,No topic,No topic,No topic,No topic,No topic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,13,14,10,13,13,11,14,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdo, Islam",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=56712795200,3,72,3,"Gordon, Ivan",3,"Trompoukis, Christos",3,"Guindi, Rafik S.",2,"Tous, Loïc",2,"Cariou, Romain",1,"Chen, Wanghua H.",1,"Cosme, Ismael",1,"Deckers, Jan Patrick",1,Thin Film Solar Cells; Organic Photovoltaics; Plasmonics,Texturization; Solar Cells; Silicon Wafers,No topic,No topic,No topic,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,15,13,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
